"Date","Price","Open","High","Low","Vol.","Change %"
"12/23/2003","10,341.26","10,337.56","10,375.93","10,296.15","151.09M","0.03%"
"12/22/2003","10,338.00","10,276.48","10,338.00","10,255.26","165.73M","0.58%"
"12/19/2003","10,278.22","10,249.48","10,293.19","10,230.08","279.78M","0.29%"
"12/18/2003","10,248.08","10,141.41","10,254.08","10,137.34","218.01M","1.01%"
"12/17/2003","10,145.26","10,128.75","10,146.38","10,094.75","197.18M","0.15%"
"12/16/2003","10,129.56","10,023.34","10,137.63","10,023.34","233.73M","1.06%"
"12/15/2003","10,022.82","10,046.53","10,139.63","10,021.64","247.02M","-0.19%"
"12/12/2003","10,042.16","10,008.75","10,052.07","9,976.79","176.90M","0.34%"
"12/11/2003","10,008.16","9,922.45","10,026.53","9,920.97","208.63M","0.87%"
"12/10/2003","9,921.86","9,922.38","9,958.38","9,882.38","220.98M","-0.02%"
"12/09/2003","9,923.42","9,966.45","10,003.12","9,916.90","231.39M","-0.42%"
"12/08/2003","9,965.27","9,862.01","9,970.16","9,859.57","192.73M","1.04%"
"12/05/2003","9,862.68","9,923.27","9,923.42","9,846.31","201.64M","-0.69%"
"12/04/2003","9,930.82","9,874.83","9,933.86","9,865.78","216.94M","0.58%"
"12/03/2003","9,873.42","9,851.94","9,942.01","9,851.42","222.57M","0.20%"
"12/02/2003","9,853.64","9,899.64","9,900.45","9,837.27","218.17M","-0.46%"
"12/01/2003","9,899.05","9,785.35","9,902.23","9,785.35","227.65M","1.19%"
"11/28/2003","9,782.46","9,779.72","9,804.98","9,764.83","79.16M","0.03%"
"11/26/2003","9,779.57","9,763.49","9,794.68","9,706.01","162.21M","0.16%"
"11/25/2003","9,763.94","9,748.68","9,795.21","9,723.79","172.50M","0.17%"
"11/24/2003","9,747.79","9,629.87","9,749.35","9,629.87","192.33M","1.24%"
"11/21/2003","9,628.53","9,622.02","9,650.31","9,585.50","209.01M","0.09%"
"11/20/2003","9,619.42","9,688.46","9,726.09","9,613.72","205.97M","-0.73%"
"11/19/2003","9,690.46","9,620.68","9,707.64","9,614.24","192.50M","0.69%"
"11/18/2003","9,624.16","9,711.44","9,750.46","9,622.39","229.30M","-0.89%"
"11/17/2003","9,710.83","9,765.64","9,765.64","9,629.87","204.91M","-0.59%"
"11/14/2003","9,768.68","9,836.46","9,892.97","9,737.79","222.16M","-0.70%"
"11/13/2003","9,837.94","9,846.97","9,852.90","9,792.01","205.64M","-0.11%"
"11/12/2003","9,848.83","9,729.50","9,859.34","9,729.42","188.85M","1.14%"
"11/11/2003","9,737.79","9,756.53","9,761.20","9,719.05","162.75M","-0.19%"
"11/10/2003","9,756.53","9,807.49","9,824.38","9,736.90","172.46M","-0.54%"
"11/07/2003","9,809.79","9,857.12","9,903.57","9,798.61","199.35M","-0.48%"
"11/06/2003","9,856.97","9,820.68","9,870.60","9,773.12","183.02M","0.37%"
"11/05/2003","9,820.83","9,837.64","9,859.34","9,778.31","178.47M","-0.18%"
"11/04/2003","9,838.83","9,857.49","9,874.83","9,819.86","197.30M","-0.20%"
"11/03/2003","9,858.46","9,802.46","9,896.16","9,802.38","190.63M","0.59%"
"10/31/2003","9,801.12","9,786.75","9,839.86","9,786.75","199.61M","0.15%"
"10/30/2003","9,786.61","9,772.01","9,838.76","9,754.01","239.25M","0.12%"
"10/29/2003","9,774.53","9,747.05","9,787.27","9,724.68","224.90M","0.27%"
