Date,GAS,Vol.GAS,PETROLIO,RAME,Vol.RAME,ORO,Vol.ORO,NASDAQ,Vol.NASDAQ,S&P500,DJI,Vol.DJI,USDCHF,USDJPY,USDEUR,USDGBP,3 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,30 Yr,VIX,DollarIndex,Vol.DollarIndex,CPI_MoM,CPI_YoY,ChangeInPrivateInventories,DurableGoods,Equipment,Exports,ExportsGoods,ExportsServices,Federal,FixedInvestment,GDP,Goods,GovernmentConsumptionExpendituresAndGrossInvestment,GrossPrivateDomesticInvestment,Imports,ImportsGoods,ImportsServices,IntellectualPropertyProducts,NationalDefense,NetExportsOfGoodsAndServices,NonDefense,NondurableGoods,NonResidentials,PersonalConsumptionExpenditures,Residential,Services,StateAndLocal,Structures,UR,CCI
1990-04-04,1.62,80.0,19.78,1.1515,50.0,381.8,20190.0,435.399994,138380000.0,341.1,2719.37,21250.0,1.5052,159.03,0.8098,0.6088,8.01,8.17,8.27,8.54,8.59,8.56,8.62,8.55,8.52,22.03,94.46,780.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.3,100.7546
1990-04-05,1.615,60.0,19.43,1.1465,20.0,379.3,27530.0,433.420013,134240000.0,340.7,2721.17,13640.0,1.5005,157.38,0.8107,0.6089,8.02,8.18,8.28,8.54,8.6,8.57,8.63,8.57,8.52,21.21,94.37,390.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.7546
1990-04-06,1.625,60.0,19.15,1.1685,10.0,385.2,27040.0,430.899994,136570000.0,340.1,2717.12,12190.0,1.5005,157.67,0.8082,0.6102,8.02,8.16,8.26,8.52,8.58,8.55,8.61,8.56,8.52,21.76,94.12,2130.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-09,1.637,40.0,18.44,1.127,0.0,380.4,26190.0,430.200012,112370000.0,341.4,2722.07,10490.0,1.4962,158.22,0.8061,0.6099,8.09,8.23,8.29,8.54,8.6,8.58,8.65,8.59,8.55,22.3,94.18,2330.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-10,1.62,30.0,17.68,1.154,0.0,379.3,21920.0,431.899994,129500000.0,342.1,2731.08,13130.0,1.483,157.75,0.8063,0.6119,8.05,8.21,8.29,8.54,8.59,8.58,8.65,8.6,8.57,21.69,93.28,4010.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-11,1.605,30.0,18.06,1.146,0.0,378.4,19320.0,433.5,133820000.0,341.9,2729.73,15760.0,1.479,158.05,0.7986,0.6086,8.03,8.2,8.28,8.56,8.62,8.6,8.63,8.63,8.58,17.73,93.23,1840.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-12,1.598,40.0,17.78,1.1285,0.0,379.7,12630.0,436.299988,141410000.0,344.3,2751.8,13000.0,1.482,158.15,0.7979,0.6085,8.02,8.2,8.29,8.57,8.63,8.62,8.65,8.64,8.6,19.8,93.19,860.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-13,1.598,40.0,17.78,1.1285,0.0,379.7,12630.0,436.299988,141410000.0,344.3,2751.8,13000.0,1.4838,158.69,0.7979,0.6085,8.02,8.2,8.29,8.57,8.63,8.62,8.65,8.64,8.6,19.8,93.19,860.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-16,1.598,20.0,17.85,1.125,0.0,378.9,13380.0,436.700012,124650000.0,344.7,2763.06,19550.0,1.4885,159.37,0.7979,0.6085,8.01,8.18,8.29,8.61,8.66,8.65,8.69,8.68,8.64,20.75,93.62,520.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-17,1.585,30.0,17.44,1.125,60.0,378.8,18700.0,435.399994,136450000.0,344.7,2765.77,14620.0,1.49,159.88,0.8013,0.6136,8.03,8.23,8.38,8.7,8.75,8.73,8.78,8.77,8.74,20.38,93.58,1520.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-18,1.583,10.0,16.96,1.126,0.0,379.7,19420.0,431.5,149750000.0,340.7,2732.88,19150.0,1.48,158.15,0.7977,0.6111,8.08,8.3,8.49,8.79,8.84,8.84,8.88,8.86,8.85,22.67,93.1,1430.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-19,1.57,60.0,18.06,1.13,10.0,380.7,18700.0,429.0,145640000.0,338.1,2711.94,17630.0,1.4855,156.89,0.7991,0.6082,8.06,8.28,8.46,8.81,8.86,8.84,8.88,8.87,8.86,22.46,93.33,3970.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-20,1.543,120.0,17.95,1.0955,0.0,379.9,21230.0,425.799988,150320000.0,335.1,2695.95,24970.0,1.4905,157.5,0.8025,0.6095,7.95,8.24,8.44,8.82,8.88,8.88,8.95,8.95,8.93,23.33,93.68,2090.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-23,1.555,30.0,19.07,1.089,40.0,382.1,25280.0,420.100006,125990000.0,331.1,2666.67,16129.999999999998,1.495,157.98,0.8084,0.6111,8.0,8.31,8.5,8.87,8.91,8.92,8.97,8.98,8.96,24.16,94.16,2370.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-24,1.555,50.0,19.0,1.12,0.0,379.0,26160.0,419.200012,126790000.0,330.4,2654.5,14920.0,1.4873,158.97,0.807,0.6117,8.03,8.36,8.55,8.92,8.98,8.96,9.01,9.0,8.98,21.7,94.09,1240.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-25,1.552,20.0,18.66,1.1525,30.0,373.6,39000.0,420.600006,121710000.0,332.0,2666.44,115780.0,1.4593,158.88,0.8013,0.6109,8.06,8.4,8.57,8.95,9.01,9.0,9.03,9.01,8.98,20.86,93.37,3620.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-26,1.558,30.0,18.47,1.15,40.0,373.3,17090.0,421.100006,115930000.0,332.9,2676.58,15830.0,1.457,159.25,0.7988,0.6117,8.09,8.45,8.64,9.03,9.11,9.09,9.1,9.07,9.04,20.25,93.44,840.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-27,1.555,20.0,18.54,1.116,2630.0,378.9,290.0,418.0,116010000.0,329.1,2645.05,15850.0,1.4545,159.25,0.8,0.6117,8.05,8.38,8.57,8.98,9.07,9.06,9.09,9.06,9.04,22.19,93.22,330.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-04-30,1.565,10.0,18.54,1.089,4360.0,373.8,10.0,420.100006,105790000.0,330.8,2656.76,14250.0,1.451,158.9,0.7993,0.6116,8.07,8.44,8.58,8.96,9.05,9.04,9.06,9.04,9.0,19.52,93.28,1800.0,0.2,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.7546
1990-05-01,1.565,20.0,18.81,1.133,8290.0,375.1,20.0,421.899994,124130000.0,332.2,2668.92,15650.0,1.4555,158.78,0.8003,0.6102,8.19,8.49,8.56,9.02,9.09,9.08,9.09,9.08,9.04,18.43,93.32,680.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-02,1.575,20.0,18.68,1.1215,4070.0000000000005,374.4,20.0,423.600006,143260000.0,334.5,2689.64,16590.0,1.4547,158.13,0.8015,0.6092,8.17,8.49,8.63,9.05,9.11,9.1,9.12,9.09,9.05,19.32,93.48,410.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-03,1.575,20.0,17.99,1.116,4730.0,376.2,10.0,425.399994,160850000.0,335.6,2696.17,18080.0,1.4552,158.19,0.8004,0.609,8.15,8.45,8.62,8.98,9.05,9.04,9.05,9.04,8.99,17.81,93.32,470.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-04,1.575,10.0,17.98,1.1125,4490.0,375.5,10.0,428.600006,136810000.0,338.4,2710.36,15500.0,1.4433,158.2,0.7954,0.6027,8.02,8.25,8.43,8.7,8.77,8.8,8.83,8.84,8.83,17.28,92.49,3110.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-07,1.58,30.0,18.27,1.0965,2970.0,376.4,10.0,431.200012,122690000.0,340.5,2721.62,14250.0,1.432,158.18,0.7954,0.6027,8.09,8.26,8.44,8.74,8.82,8.83,8.86,8.87,8.85,17.65,92.21,4260.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-08,1.583,50.0,18.28,1.1215,5060.0,374.4,10.0,431.799988,133840000.0,342.0,2733.56,14090.0,1.432,157.63,0.7894,0.5993,8.06,8.22,8.4,8.68,8.73,8.79,8.83,8.84,8.81,18.49,92.16,570.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-09,1.576,30.0,18.99,1.175,7820.0,376.1,10.0,431.299988,146630000.0,342.9,2732.88,18310.0,1.4017,156.42,0.7809,0.5955,8.01,8.2,8.4,8.75,8.79,8.87,8.92,8.88,8.9,18.64,91.31,2310.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-10,1.574,20.0,19.02,1.184,9670.0,374.3,0.0,433.200012,142490000.0,343.8,2738.51,20030.0,1.3895,156.59,0.7819,0.5975,7.97,8.15,8.33,8.69,8.73,8.8,8.86,8.82,8.81,18.59,91.3,770.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-11,1.565,50.0,18.95,1.1765,6970.0,372.9,0.0,438.100006,167560000.0,352.0,2801.58,31500.0,1.3995,152.75,0.7788,0.5951,7.88,8.04,8.21,8.55,8.58,8.64,8.68,8.64,8.64,19.81,91.37,2780.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-14,1.556,10.0,19.71,1.15,6990.0,372.3,0.0,441.600006,177170000.0,354.8,2821.53,30510.0,1.393,152.38,0.7841,0.595,7.89,8.06,8.2,8.51,8.54,8.6,8.64,8.61,8.58,20.14,91.3,640.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-15,1.552,10.0,19.59,1.141,6850.0,374.7,20.0,442.5,162330000.0,354.3,2822.45,21100.0,1.3968,150.28,0.7855,0.5954,7.91,8.09,8.23,8.54,8.58,8.64,8.68,8.65,8.62,19.49,91.21,950.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-16,1.57,50.0,19.03,1.144,3440.0,372.7,10.0,442.899994,152490000.0,354.0,2819.68,17030.0,1.401,151.74,0.7837,0.5953,7.93,8.09,8.23,8.54,8.59,8.66,8.71,8.68,8.64,17.71,91.37,850.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-17,1.57,50.0,18.87,1.149,5180.0,373.0,10.0,445.700012,171410000.0,354.5,2831.71,19090.0,1.404,152.13,0.7856,0.5917,7.93,8.1,8.24,8.56,8.6,8.69,8.73,8.69,8.65,17.27,91.59,2220.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-18,1.554,50.0,18.73,1.1485,4030.0000000000005,378.0,140.0,448.299988,191410000.0,354.6,2819.91,25250.0,1.405,153.05,0.7868,0.5918,8.01,8.16,8.31,8.63,8.69,8.74,8.79,8.75,8.7,17.2,91.45,510.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-21,1.557,90.0,18.26,1.1345,4220.0,376.5,0.0,452.899994,169470000.0,358.0,2844.68,19430.0,1.422,153.68,0.7908,0.5908,8.02,8.18,8.3,8.61,8.66,8.74,8.77,8.74,8.69,16.72,92.07,2210.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-22,1.613,90.0,17.68,1.1615,6960.0,378.6,40.0,453.899994,190160000.0,358.4,2852.23,23850.0,1.4173,151.2,0.7954,0.5911,7.99,8.18,8.22,8.54,8.58,8.66,8.69,8.65,8.61,17.84,92.16,1160.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-23,1.602,140.0,18.14,1.1505,4710.0,366.7,60.0,456.899994,188740000.0,359.3,2856.26,19840.0,1.4188,151.44,0.7958,0.59,7.91,8.11,8.17,8.51,8.55,8.61,8.65,8.61,8.59,17.18,92.35,1220.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-24,1.6,40.0,17.83,1.1655,3640.0,368.9,10.0,458.299988,174330000.0,358.4,2855.55,22130.0,1.4275,150.88,0.7957,0.5908,7.95,8.12,8.16,8.5,8.54,8.58,8.66,8.63,8.6,17.7,92.52,990.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-25,1.592,60.0,17.8,1.1525,3780.0,370.5,10.0,453.700012,152190000.0,354.6,2820.92,16250.0,1.4235,149.34,0.7997,0.5916,8.01,8.18,8.23,8.53,8.59,8.61,8.71,8.69,8.67,17.32,92.48,470.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-28,1.592,60.0,17.8,1.1525,3780.0,370.5,10.0,453.700012,152190000.0,354.6,2820.92,16250.0,1.422,148.97,0.7997,0.5916,8.01,8.18,8.23,8.53,8.59,8.61,8.71,8.69,8.67,17.32,92.48,470.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-29,1.585,70.0,17.98,1.125,6420.0,369.5,0.0,457.5,134000000.0,360.6,2870.49,17480.0,1.4108,151.41,0.7958,0.5906,8.02,8.17,8.23,8.52,8.57,8.59,8.68,8.66,8.64,18.75,92.13,620.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-30,1.585,90.0,18.08,1.0875,0.0,368.9,26090.0,458.799988,169350000.0,360.9,2878.56,25180.0,1.4225,151.43,0.7983,0.589,8.03,8.09,8.2,8.48,8.54,8.56,8.65,8.62,8.6,17.44,92.46,820.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-05-31,1.59,110.0,17.4,1.082,40.0,368.6,20800.0,459.0,157260000.0,361.2,2876.66,17810.0,1.429,152.19,0.8075,0.5961,8.01,8.12,8.22,8.5,8.53,8.56,8.64,8.6,8.58,17.37,93.11,1770.0,0.2,4.4,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.4,100.623
1990-06-01,1.585,50.0,17.5,1.097,40.0,363.5,35490.0,462.100006,168060000.0,363.2,2900.97,22290.0,1.4375,151.97,0.8044,0.5936,7.94,8.01,8.06,8.33,8.36,8.38,8.47,8.44,8.43,17.09,93.12,1740.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
1990-06-04,1.582,300.0,17.14,1.089,0.0,362.4,27000.0,465.600006,142170000.0,367.4,2935.19,22270.0,1.4315,152.45,0.8082,0.5982,7.96,8.03,8.07,8.31,8.36,8.39,8.47,8.44,8.43,18.39,93.0,1340.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
1990-06-05,1.567,130.0,16.68,1.105,30.0,363.6,22990.0,464.600006,173460000.0,366.6,2925.0,24440.0,1.428,152.48,0.8059,0.5949,7.96,8.03,8.09,8.34,8.38,8.42,8.51,8.47,8.46,18.97,92.65,3340.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
1990-06-06,1.56,110.0,16.92,1.1,10.0,361.0,29820.0,465.0,156520000.0,365.0,2911.65,21050.0,1.4355,152.68,0.8036,0.5927,7.96,8.02,8.09,8.34,8.4,8.43,8.51,8.46,8.44,17.42,92.65,570.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
1990-06-07,1.573,150.0,16.67,1.1035,0.0,358.1,32850.0,464.100006,151040000.0,363.1,2897.33,20260.0,1.445,152.55,0.8054,0.5923,7.96,8.01,8.07,8.34,8.38,8.41,8.49,8.46,8.43,16.88,92.81,1520.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
1990-06-08,1.575,100.0,16.78,1.105,20.0,359.2,20110.0,460.899994,137900000.0,358.7,2862.38,17640.0,1.4495,153.47,0.808,0.5942,7.96,8.03,8.07,8.33,8.38,8.42,8.51,8.46,8.44,17.58,93.15,320.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
1990-06-11,1.572,110.0,16.82,1.0845,0.0,359.7,20090.0,462.799988,112220000.0,361.6,2892.57,15100.0,1.4405,154.75,0.8052,0.5934,7.99,8.07,8.09,8.36,8.41,8.43,8.52,8.48,8.45,16.34,92.93,510.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
1990-06-12,1.558,250.0,17.51,1.096,10.0,359.1,19690.0,466.600006,163290000.0,366.2,2933.42,22280.0,1.4382,154.56,0.8047,0.5877,7.99,8.05,8.09,8.36,8.42,8.44,8.52,8.48,8.45,16.6,92.99,3290.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
1990-06-13,1.545,210.0,17.58,1.081,20.0,355.1,30030.0,468.899994,163550000.0,364.9,2929.7,22680.0,1.424,154.74,0.8047,0.5853,7.93,7.99,8.02,8.27,8.32,8.35,8.44,8.4,8.39,17.38,92.52,700.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
1990-06-14,1.547,130.0,17.13,1.095,10.0,349.8,31240.0,467.100006,155170000.0,362.9,2928.22,15180.0,1.434,154.12,0.8038,0.5851,7.92,7.98,8.0,8.24,8.29,8.32,8.41,8.38,8.36,17.4,92.87,1230.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
1990-06-15,1.547,50.0,16.62,1.097,10.0,352.3,17920.0,467.600006,168500000.0,362.9,2935.89,37820.0,1.4325,153.95,0.8083,0.5871,7.95,8.04,8.05,8.33,8.37,8.41,8.49,8.46,8.43,15.9,92.53,3230.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
1990-06-18,1.54,30.0,15.94,1.122,20.0,352.0,13200.0,460.799988,157650000.0,356.9,2882.18,16230.0,1.4145,153.62,0.8005,0.5849,7.93,8.06,8.11,8.39,8.42,8.45,8.53,8.5,8.47,17.71,92.12,2060.0,0.6,4.7,-1.24,21.351,15.226,19.497,16.732,2.765,26.424,35.744,245.968,98.248,40.138,34.505,8.203,6.292,1.911,1.998,21.105,11.294,5.319,76.897,25.171,160.031,10.573,61.783,13.714,7.947,5.2,100.3335
